author;year;title;journal;pages;place;taxa;region;number
Londt, J.G.H.;1979;Afrotropical Asilidae (Diptera) 3. The tribe Stichopogonini;Annals of the Natal Museum 23(3);833-854;Pietermaritzburg;Stichopogonini/Stichopogon/Sporadothrix/Psilinus/Clinopogon/Afrotropis/;/Afrot:/;5209
Londt, J.G.H.;1979;The genus Dysclytus Loew (Diptera: Asilidae);Journal of the Entomological Society of Southern Africa 42(2);217-223;Pretoria;Dysclytus/;/Afrot:/South Africa/;5210
Londt, J.G.H.;1980;Afrotropical Asilidae (Diptera) 4. The genus Pegesimallus Loew, 1858 (= Lagodias Loew, 1858, Neolapurus Williston, 1889), including species from other zoogeographical regions and the descriptions of two new genera, Brevirostrum and Caroncoma;Annals of the Natal Museum 24(1);233-347;Pietermaritzburg;Pegesimallus/Lagodias/Neolaparus/Brevirostrum n.gen./Caroncoma n.gen.;/Afrot:/Orien:/Sri Lanka/;5211
Londt, J.G.H.;1980;The genus Synolcus Loew (Diptera: Asilidae);Journal of the Entomological Society of Southern Africa 43(1);23-40;Pretoria;Synolcus/(Hobbyus)/;/Afrot:/South Africa/;5212
Londt, J.G.H.;1981;Afrotropical Asilidae (Diptera) 5. The genus Dasophrys Loew, 1858 (= Hobbyus Bromley, 1952) (Asilinae: Asilini);Annals of the Natal Museum 24(2);635-699;Pietermaritzburg;Dasophrys/(Hobbyus)/Neolophonotus/;/Afrot:/South Africa/;5213
Londt, J.G.H.;1981;The genera Habropogon Loew and Hermannomyia Oldroyd in southern Africa (Diptera: Asilidae: Dasypogoninae);Journal of the Entomological Society of Southern Africa 44(1);69-78;Pretoria;Habropogon+Hermannomyia n.sp./;/Afrot:/South Africa/;5214
Londt, J.G.H.;1982;Afrotropical Asilidae (Diptera) 6. The tribe Atomosiini (Laphriinae);Annals of the Natal Museum 25(1);221-240;Pietermaritzburg;Atomosiini/Laphriinae/Dichaetothyrea+Goneccalypsis+Loewinella n.sp./;/Afrot:/;5215
Londt, J.G.H.;1982;Afrotropical Asilidae (Diptera) 7. The genus Astochia Becker, 1913 (Asilinae: Asilini);Annals of the Natal Museum 25(1);241-251;Pietermaritzburg;Astochia/(Neoitamus)/;/Afrot:/South Africa/;5216
Londt, J.G.H.;1983;Afrotropical Asilidae (Diptera) 8. The genus Stiphrolamyra Engel, 1928, in southern Africa (Laphriinae: Laphriini);Annals of the Natal Museum 25(2);413-430;Pietermaritzburg;Stiphrolamyra/;/Afrot:/South Africa/;5217
Londt, J.G.H.;1983;Afrotropical Asilidae (Diptera) 9. The genus Hippomachus Engel, 1927 (Asilinae: Asilini);Annals of the Natal Museum 25(2);441-448;Pietermaritzburg;Hippomachus/(Trichonotus)/Neolophonotus/;/Afrot:/South Africa/;5218
Londt, J.G.H.;1983;The genus Daspletis Loew, 1858 and the description of two new genera, Anasillomos and Renotomyia (Diptera: Asilidae: Stenopogoninae);Journal of the Entomological Society of Southern Africa 46(2);283-308;Pretoria;Daspletis/Anasillomos n.gen./Remotomyia n.gen./Dioctobroma/Dogonia/Oratostylum/;/Afrot:/South Africa/;5219
Londt, J.G.H.;1985;Afrotropical Asilidae (Diptera) 10. The genus Hypenetes Loew, 1858 (Dasypogoninae);Annals of the Natal Museum 26(2);377-405;Pietermaritzburg;Hypenetes/;/Afrot:/South Africa/;5220
Londt, J.G.H.;1985;Afrotropical Asilidae (Diptera) 11. Ammodaimon acares, a new genus and species from southern Namibia (Stenopogoninae);Annals of the Natal Museum 26(2);497-501;Pietermaritzburg;Ammodaimon n.sp./;/Afrot:/South Africa/;5221
Londt, J.G.H.;1985;Afrotropical Asilidae (Diptera) 12. The genus Neolophonotus Engel, 1925. Part 1. The chionthrix, squamosus and angustibarbus species-groups (Asilinae: Asilini);Annals of the Natal Museum 27(1);39-114;Pietermaritzburg;Neolophonotus n.sp./;/Afrot:/South Africa/;5222
Londt, J.G.H.;1985;New species of Daspletis, Oratostylum, Dasophrys and Hippomachus (Diptera: Asilidae);Cimbabasia. Journal of the State Museum (A)7(5);67-76;Winhoek;Daspletis+Oratostylum+Dasophrys+Hippomachus n.sp./;/Afrot:/South Africa/;5223
Londt, J.G.H.;1986;Afrotropical Asilidae (Diptera) 13. The genus Neolophonotus Engel, 1925. Part 2. The suillus species-group (Asilinae: Asilini);Annals of the Natal Museum 27(2);513-600;Pietermaritzburg;Neolophonotus/;/Afrot:/South Africa/;5224
Londt, J.G.H.;1986;Gibbasilus arenaceus, a new genus and species from the western Cape Province of South Africa (Diptera: Asilidae: Asilinae);Journal of the Entomological Society of Southern Africa 49(1);1-6;Pretoria;Gibbasilus n.gen./;/Afrot:/South Africa/;5225
Londt, J.G.H.;1987;Afrotropical Asilidae (Diptera) 14. The genus Neolophonotus Engel, 1925. Part 3. The pellitus species-group (Asilinae, Asilini);Annals of the Natal Museum 28(2);383-454;Pietermaritzburg;Neolophonotus n.sp./;/Afrot:/South Africa/;5226
Londt, J.G.H.;1987;Feeding in adult Asilidae. Proceedings of the sixth entomological congress of the Entomological Society of southern Africa;Stellenbosch (1987);44-45;;;/Afrot:/South Africa/;5227
Londt, J.G.H.;1988;Afrotropical Asilidae (Diptera) 15. The genus Neolophonotus Engel, 1925. Part 4. The comatus species-group (Asilinae, Asilini);Annals of the Natal Museum 29(1);1-166;Pietermaritzburg;Neolophonotus n.sp./;/Afrot:/South Africa/;5228
Londt, J.G.H.;1988;Afrotropical Asilidae (Diptera) 16. An illustrated key to the genera of subfamily Laphriinae, a revision of Gerrolasius Hermann, 1920 and the description of a new genus Pilophoneus;Annals of the Natal Museum 29(2);509-521;Pietermaritzburg;Laphriinae/Gerrolasius n.sp./Pilophoneus n.gen./Choerades/Laphystiinae/;/Afrot:/;5229
Londt, J.G.H.;1988;Robber Flies - important but much neglected predators;*Cultura Natal 15(4);7-8;?;;/Afrot:/South Africa/;5230
Londt, J.G.H.;1989;Afrotropical Asilidae (Diptera) 17. The genus Damalis Fabricius, 1805 in subsaharan Africa (Trigonominae);Annals of the Natal Museum 30;53-145;Pietermaritzburg;Damalis/(Xenomyza)/;/Afrot:/;5231
Londt, J.G.H.;1989;Afrotropical Asilidae (Diptera) 18. The genus Smeryngolaphria Hermann, 1912 (Laphriinae);Annals of the Natal Museum 30;147-157;Pietermaritzburg;Smeryngolaphria/;/Afrot:/South Africa/;5232
Londt, J.G.H.;1990;A new genus, Robertomyia, and two new species of Neolophonotus Engel from Somalia (Diptera: Asilidae: Apocleinae);Journal of African Zoology 104;357-365;Wavre;Robertomyia n.gen./Neolophonotus n.sp./;/Afrot:/Somalia/South Africa/;5233
Londt, J.G.H.;1990;Afrotropical Asilidae (Diptera) 19. New species and records of Synolcus Loew, 1859 and Gibbasilus Londt, 1986 (Diptera: Asilidae: Asilinae);Annals of the Natal Museum 31;1-17;Pietermaritzburg;Synolcus+Gibbasilus n.sp./;/Afrot:/South Africa/;5234
Londt, J.G.H.;1990;Afrotropical Asilidae (Diptera) 20. The genus Pycnomerinx Hull, 1962 (Stenopogoninae);Annals of the Natal Museum 31;19-32;Pietermaritzburg;Pycnomerinx/;/Afrot:/South Africa/;5235
Londt, J.G.H.;1990;Afrotropical Asilidae: Prey survey of adult flies;Abstract of the 2nd International Congress of Dipterology 1990;134;Bratislava;;/Afrot:/South Africa/;5236
Londt, J.G.H.;1990;Afrotropical Asilidae: The current state of taxonomy;Abstract of the 2nd International Congress of Dipterology 1990;133;Bratislava;;/Afrot:/South Africa/;5237
Londt, J.G.H.;1991;Afrotropical Asilidae (Diptera) 21. Notes on the biology and immature stages of Damalis femoralis Ricardo, 1925 (Trigonomiminae);Annals of the Natal Museum 32;149-162;Pietermaritzburg;Damalis/;/Afrot:/South Africa/;5238
Londt, J.G.H.;1992;Afrotropical Asilidae (Diptera) 22. The genus Scylaticus Loew, 1858 (Stenopogoninae);Annals of the Natal Museum 33;95-187;Pietermaritzburg;Scylaticus n.sp./Connomyia n.gen./;/Afrot:/South Africa/;5239
Londt, J.G.H.;1992;Bana, a new genus of bee-mimicking assassin flies from southern Namibia (Diptera: Asilidae: Stenopogoninae);Cimbabasia. Journal of the State Museum 13(1991);91-97;Winhoek;Bana n.gen./(Scylaticus/Cyrtopogon)/;/Afrot:/Namibia/South Africa/;5240
Londt, J.G.H.;1992;Revision of three small Afrotropical asilid genera, Empodiodes Oldroyd, Hynirhynchus Lindner and Lycostommyia Oldroyd (Diptera: Asilidae: Stenopogoninae);Journal of African Zoology 106(1);55-79;Wavre;Empodiodes/Hynirhynchus/Lycostommyia/;/Afrot:/South Africa/;5241
Londt, J.G.H.;1993;Afrotropical Asilidae (Diptera) 23. The genera Connomyia Londt, 1992 and Danomyia gen.n. (Stenopogoninae);Annals of the Natal Museum 34(1);103-151;Pietermaritzburg;Connomyia n.sp./Danomyia n.gen./;/Afrot:/South Africa/;5242
Londt, J.G.H.;1993;Afrotropical robber fly (Diptera: Asilidae) predation of honey bees, Apis mellifera Linnaeus (Hymenoptera: Apidae);African Entomology. Journal of the Entomological Society of Southern Africa 1(2);167-173;Pretoria;;/Afrot:/South Africa/;5243
Londt, J.G.H.;1993;From what - to where, when, why and who: Habitat characterisation of robber flies (Diptera: Asilidae);*Proceedings 9. Ent. Cong. Ent. Soc. S. Africa 28. 6-1. 7. 1993;68;?;;/Afrot:/;5244
Londt, J.G.H.;1993;Psilinus Wulp, 1899 and Spanurus Loew, 1858 - new synonyms of Rhbdogaster Loew, 1858 (Diptera: Asilidae: Stenopogoninae);Journal of African Zoology 107(4);383-392;Wavre;Rhabdogaster/Psilinus/Spanurus/Connomyia/;/Afrot:/South Africa/;5245
Londt, J.G.H.;1994;Afrotropical Asilidae (Diptera) 24. Afroholopogon, a new genus for Afrotropical species previously allocated to Cyrtopogon Loew, Heteropogon Loew and Holopogon Loew (Stenopogoninae);Annals of the Natal Museum 35;61-69;Pietermaritzburg;Afroholopogon n.gen./Cyrtopogon/Holopogon/Heteropogon/;/Afrot:/South Africa/;5246
Londt, J.G.H.;1994;Afrotropical Asilidae (Diptera) 25. A key to the genera of the subfamily Stenopogoninae with synonymy and descriptions of six new genera;Annals of the Natal Museum 35;71-96;Pietermaritzburg;Stenopogoninae/Agrostomyia+Corymyia+Irwinomyia+Macroetra+Microphontes+Pedomyia+Trichoura n.gen./Sporadothrix/Acnephalum/;/Afrot:/South Africa/;5247
Londt, J.G.H.;1994;Afrotropical Asilidae (Diptera) 26. Ethological observations, and a possible ecological classification based on habitats;Annals of the Natal Museum 35;97-122;Pietermaritzburg;;/Afrot:/South Africa/;5248
Londt, J.G.H.;1994;Habitat characterisation of Afrotropical robber flies (Asilidae);Abstract of the 3rd International Congress of Dipterology 1994;133-134;Guelph;;/Afrot:/;5249
Londt, J.G.H.;1995;Afrotropical Asilidae (Diptera) 27. Predation of Asilidae by Asilidae;Annals of the Natal Museum 36;161-167;Pietermaritzburg;;/Afrot:/South Africa/;5250
Londt, J.G.H.;1996;Afrotropical Asilidae (Diptera) 28. A review of the genus Oxynoton Janssens, 1951 and its transfer from the subfamily Trigonomiminae to the Stenopogoninae;Annals of the Natal Museum 37;173-181;Pietermaritzburg;Oxynoton/Afroholopogon/Rhabdogaster/Stenopogoninae/;/Afrot:/South Africa/;5251
Londt, J.G.H.;1997;Afrotropical Asilidae (Diptera) 29. A review of the genus Saropogon Loew, 1847 (Dasypogoninae);Annals of the Natal Museum 38;137-157;Pietermaritzburg;Dasypogoninae/Saropogon n.sp./;/Afrot:/South Africa/;9445
Londt, J.G.H.;1997;The robber flies of Willowmore: an analysis of museum specimens collected over 26 years by Dr J. Braun. In: Insects in African Economy and Enviroment;Proceedings of the Joint Congress of the Entomological Society of Southern Africa (11th Congress) and the African Association of Insect Scientists;190-191;Stellenbosch;;/Afrot:/South Africa/;5252
Londt, J.G.H.;1998;Afrotropical Asilidae (Diptera) 30. A review of the genus Storthyngomerus Hermann, 1919 (Laphriinae: Laphriini);Annals of the Natal Museum 39;149-164;Pietermaritzburg;Laphriinae/Laphriini/Storthyngomerus n.sp./;/Afrot:/South Africa/;9718
Londt, J.G.H.;1998;Analysis of twenty six years of robberfly data from Willowmore in the Eastern Cape Province of South Africa (Diptera: Asilidae);African Entomology. Journal of the Entomological Society of Southern Africa 6(1);47-54;Pretoria;;/Afrot:/South Africa/;9475
Londt, J.G.H.;1998;The Asilidae of Willowmore: a database analysis involving material collected over 26 years;Abstracts of the 4th International Congress of Dipterology, 6-13th Sept. 1998;124;Oxford;;/Afrot:/South Africa/;9476
Londt, J.G.H.;1999;A new species of Habropogon Loew from Namibia (Diptera: Asilidae: Stenopogoninae);Cimbebasia. Journal of the State Museum 15;71-75;Winhoek;Habropogon n.sp./;/Afrot:/Namibia/;10235
Londt, J.G.H.;1999;Afrotropical Asilidae (Diptera) 31. A review of the genera Stenopogon Loew,  1847 and Rhacholaemus Hermann, 1907 with the description of new genera and species (Stenopogoninae);Annals of the Natal Museum 40;47-82;Pietermaritzburg;Afroscleropogon+Haroldia n.gen./Stenopogon+Rhacholaemus n.sp./;/Afrot:/;10238
Londt, J.G.H.;1999;Butterfly predation by Robber Flies (Diptera: Asilidae);Metamorphosis. Journal of the Lepidopterists` Society of Southern Africa. 10(1);24-30;Florida Hills;Alcimus/Neolophonotus/promachus/Daspletis/Lepidoptera/;/Afrot:/;10237
Londt, J.G.H.;1999;Transfer of Stenopogon arabicus (Macquart, 1838) to Perasis Hermann, 1905 (Diptera: Asilidae: Laphystinae);African Entomology. Journal of the Entomological Society of Southern Africa 7;165-168;Pretoria;Stenopogon/Perasis/Laphystiini/;/Afrot:/;10236
Londt, J.G.H.;2000;Afrotopical Asilidae (Diptera) 32. A revision of Anypodetus Hermann, 1907 with the description of three new species (Laphriinae);Annals of the Natal Museum 41;123-138;Pietermaritzburg;Anypodetus n.sp./;/Afrot:/South Africa/;10363
Londt, J.G.H.;2000;Afrotopical Asilidae (Diptera) 33. A revision of afrotropical Habropogon Loew, 1847 (Diptera: Asilidae: Stenopogoninae), with the description of four new species;Annals of the Natal Museum 41;139-150;Pietermaritzburg;Habropogon n.sp./Pycnomerinx/;/Afrot:/South Africa/;10364
Londt, J.G.H.;2001;The status of Senoprosopis Macquart, 1838 in the afrotropical asilid fauna (Diptera: Asilidae);Studia dipterologica 8(2);469-473;Halle (Saale);Senoprosopis/Stenopogon/Cobalomyia/;/Afrot:/Orien:/;10434
Londt, J.G.H.;2002;A survey of grassland Asilidae (Diptera) at Queen Elizabeth Park, Pietermaritzburg, South Africa;African Invertebrates 43;93-108;Pietermaritzburg;;/Afrot:/South Africa/;10556
Londt, J.G.H.;2002;Afrotopical Asilinae (Diptera): A provisional key to genera, with a review of the status of Neomochtherus Osten Sacken, 1878, and descriptions of new genera and species;African Invertebrates 43;11-92;Pietermaritzburg;Asilinae/Neomochtherus/Caenoura+Dikowmyia+Gongromyia+Melouromyia+Notomochtherus+Sphagomyia+Valiraptor n.gen./Afromochtherus+Tsacasiella n.sp./Dinozabrus/Afromochtherus/Cobalomyia/Aneomochtherus/Heligmonevra/Mochtherus/;/Afrot:/Africa/;10555
Londt, J.G.H.;2003;A revision of the afrotropical genus Afromelittodes Oldroyd & Van Bruggen, 1963 (Diptera: Asilidae: Laphriinae) and discussion of its possible mimetic resemblance to bees of the genus Megachile;African Invertebrates 44(2);133-146;Pietermaritzburg;Laphriinae/Afromelittodes n.sp./Dasylechia/Hymenoptera/Apidae/Megachile/;/Afrot:/South Africa/;10790
Londt, J.G.H.;2004;A review of the afrotropical genus Gonioscelis Schiner, 1866 (Diptera: Asilidae), with descriptions of new species;African Invertebrates 45;21-124;Pietermaritzburg;Gonioscelis n.sp./;/Afrot:/South Africa/;10787
Londt, J.G.H.;2004;A revision of Laphystotes Oldroyd, with the description of a new species, and a key of Afrotropical Laphriinae (Diptera: Asilidae);African Entomology. Journal of the Entomological Society of Southern Africa 12(1);19-28;Pretoria;Laphriinae/Laphystotes n.sp./;/Afrot:/South Africa/;10788
Londt, J.G.H.;2004;The status of Neolophonotus Engel, 1929 and Megadrillus Bigot, 1857 within the Afrotropical asilid fauna (Diptera: Asilidae: Apocleinae);Studia dipterologica 10(2) (2003);393-394;Halle;Megadrillus/Neolophonotus/;/Afrot:/;10723
Londt, J.G.H.;2005;A review of afrotropical Afroholopogon Londt, 1994 with the description  of a new genus  and new species (Diptera: Asilidae: Stenopogoninae);African Invertebrates 46;203-252;Pietermaritzburg;Apoclainae/Acasilus+Juxtasilus+Labarus+Millenarius+Torasilus+Zelamyia n.gen./;/Afrot:/South Africa/Namibia/;10977
Londt, J.G.H.;2005;An annotated key to the genera of Afrotropical Apocleinae, with descriptions of six new genera (Diptera: Asilidae);Tijdschrift voor Entomologie 148;39-62;Leiden;Apoclainae/Acasilus+Juxtasilus+Labarus+Millenarius+Torasilus+Zelamyia n.gen./;/Afrot:/South Africa/Namibia/;10829
Londt, J.G.H.;2006;A review of the Afrotropical genus Rhabdogaster Loew, 1858 with descriptions of new species (Diptera: Asilidae: Stenopogoninae);African Invertebrates 47;243–313;Pietermaritzburg;Rhabdogaster n.sp./Heteropogon/;/Afrot:/;11020
Londt, J.G.H.;2006;A review of the afrotropical species of Nusa Walker, 1851 (Diptera: Asilidae: Laphriinae);Tijdschrift voor Entomologie 149;101-120;Leiden;Nusa n.sp./;/Afrot:/South Africa/Namibia/;10986
Londt, J.G.H.;2006;Predation by Afrotropical Asilidae (Diptera): an analysis of 2000 prey records;African Entomology. Journal of the Entomological Society of Southern Africa 14(2);317-328;Pretoria;;/Afrot:/South Africa/;10997
Londt, J.G.H.;2007;A review of Afrotropical Perasis Hermann, 1905 (Diptera: Asilidae: Laphriinae);Zootaxa 1521;9-18;Auckland;Perasis n.sp./;/Afrot:/;11076
Londt, J.G.H.;2007;A review of the genus Hoplistomerus Macquart, 1838 (Diptera: Asilidae: Laphriinae);African Invertebrates 48(2);167-198;Pietermaritzburg;Hoplistomerus n.sp./;/Afrot:/;11101
Londt, J.G.H.;2008;A review of Afrotropical genus Dogonia Oldroayd, 1970, with new synonymy(Diptera: Asilidae: Stenopogoninae);African Invertebrates 49(1);123-128;Pietermaritzburg;Dogonia./;/Afrot:/;11325
Londt, J.G.H.;2008;A review of Afrotropical Trichardis Hermann, 1906, and the description of the first Oriental representative of the genus (Diptera: Asilidae: Laphriinae);African Invertebrates 49(2);171-226;Pietermaritzburg;Trichardis n.sp./;/Afrot:/Orien:/;11200
Londt, J.G.H.;2009;A review of Afrotropical Sisyrnodytes Loew, 1856 (Diptera: Asilidae: Stenopogoninae);African Invertebrates 50(1);137-183;Pietermaritzburg;Sisyrnodytes n.sp./Acnephalum/;/Afrot:/;11273
Londt, J.G.H.;2009;A review of the Afrotropical genus Teratopomyia Oldroyd, 1980 (Diptera: Asilidae: Stenopogoninae);African Entomology. Journal of the Entomological Society of Southern Africa 17(2);192–199;Pretoria;Teratopomyia/;/Afrot:/South Africa/;11274
Londt, J.G.H. & Coe, M. & Russell-Smith, T.;1999;Asilids (Diptera: Asilidae) of Mkomaz. - In: Coe, M. & McWilliam, N. & Stone, G. & Packer, M. (eds): Mkomazi: the Ecology, Biodiversity and Conservation of a Tanzanian Savanna;London: Royal Geographic Society;(277-279);;;/Afrot:/Tanzania/;10239
Londt, J.G.H. & Harris, M.S.;1987;Notes on the biology and immature stages of Neolophonotus dichaetus Hull, 1967 in South Africa (Diptera: Asilidae: Asilinae);Journal of the Entomological Society of Southern Africa 50(2);427-434;Pretoria;Neolophonotus/;/Afrot:/South Africa/;5253
Londt, J.G.H. & Tsacas, L.;1987;The genus Congomochtherus Oldroyd, 1970 (Diptera, Asilidae, Asilinae);Annales de la Societe entomologique de France N.S. 23(1);29-42;Paris;Congomochtherus n.sp./;/Afrot:/South Africa/;5254
Long, M.L. & Long, R.;1998;Entomology section report for 1997. Epidoptera, Odonata, Diptera;*Societé Jersiaisé Annual Bulletin 27 (2);195-198;?;;;10466
Longstaff, G.B.;1910;Diptera taken at Mortehoe, North Devon;The Entomologist`s Monthly Magazine 46;74-79 (75-76);London;Asilus crabroniformis/Philonicus albiceps/;/Palae:/Europe/UK/;9804
Longstaff, G.B.;1912;Butter-fly hunting in many lands.  Notes of a field naturalist;London: Longmans, Green and Company;729 pp. (485);;Asilus discutiens [=Colepia malleola]/;/Austr:/;9805
Lucas, J.A.W.;1964;Nieuwe gegevens over Nederlandse Diptera, II. Asilidae;Entomologische Berichten. Nederlandse Entomologische Vereniging 24;225-227;Amsterdam;;/Palae:/Netherlands/;5280
Lucas, J.A.W.;1965;Syrphidae en Asilidae;Entomologische Berichten. Nederlandse Entomologische Vereniging 25;184;Amsterdam;Syrphidae/;/Palae:/Netherlands/;5281
Lucas, P.H.;1848;Sur les moeurs de la Laphria maroccana;*Ann. Soc. Entom. 6;lxxxii-lxxxiii;Paris;Pogonosoma maroccana/;/Palae:/Europe/;10098
Lucas, P.H.;1849;Exploration scientifique de l`Algéria pendant les années 1840, 1841, 1842. Sciences physiques, Zoologie III. Histoire naturelle des animaux articulés. Vol.3. Insectes;Paris;527 pp. (414-503, 6 pls.);Paris;Holopogon n.sp./;/Palae:/Algeria/;5288
Lucas, P.H.;1849;Sur les moeurs des Laphries et principalment sur L. maroccana;Bulletin de la Societe entomologique de France (2)6;82-83;Paris;Laphria/Pogonosoma/;/Palae:/North Africa/;5289
Lucas, W.J.;1929;British predaceous insects and spiders with their insect prey;Proceedings of the Entomological Society of London 4(1);20;London;Dysmachus trigonus/;/Palae:/Europe/UK/;9806
Luff, W.A.;1908;The insects of Jersey;Report and Transactions of the Societe Guernesiaise 1908;482-511 (510);Guernsey;Asilus crabroniformis/Dysmachus trigonus/;/Palae:/Europe/UK/;9807
Lundbeck, W.;1908;Diptera Danica. Part II. Asilidae, Bombyliidae, Therevidae, Scenopinidae;London: Wesley & Son;87 pp.;;;/Palae:/Denmark/;5349
Lundbeck, W.;1914;Nogle sjaeldnere samt nogle for Fauna ny Dipterer. 1;*Entomologiske Neddelelser 10;101-111 (104);;Dioctria linearis/Rhadiurgus variabilis/Antipalus varipes/Epitriptus arthriticus/;/Palae:/Denmark/;10697
Lynch Arribalzaga, E.;1879;Asilides Argentinos;Anales de la Sociedad cientifica argentina 8;145-153;Buenos Aires;Planetolestes n.gen./;/Neotr:/Argentina/;5359
